plate,state,license_type,summons_number,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,issuing_agency,summons_image,violation_time,county,violation_status,issue_date,judgment_entry_date
HKP6102,NY,PAS,4879503721,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGROZW1ONVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:18P,QN,,12/31/2023,
Y54NPT,NJ,PAS,4879503885,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGROZW1jMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:20P,ST,,12/31/2023,
KYU8907,NY,PAS,4879503710,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGROZW1ONFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:18P,BK,,12/31/2023,
EBJ4388,NY,PAS,4879504452,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGRPUkZFeFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:27P,BX,,12/31/2023,
JHD4971,NY,PAS,4879504506,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGRPUkZWM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:28P,ST,,12/31/2023,
JBT9338,NY,PAS,4879504543,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGRPUkZVd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:28P,BK,,12/31/2023,
D68NRC,NJ,PAS,4879505006,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGRPVkVGM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:34P,QN,,12/31/2023,
HHK2620,NY,PAS,4879505055,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGRPVkVFeFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:35P,QN,,12/31/2023,
AG58921,CT,PAS,4879505456,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGRPVkZFeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:39P,BX,,12/31/2023,
JCT8092,NY,PAS,4879505730,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGRPVkdONlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:44P,BK,,12/31/2023,
CPF7957,NY,PAS,4879506102,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGRPYWtWM1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:49P,QN,,12/31/2023,
KTW7379,NY,PAS,4879506576,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGRPYWxVelRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:56P,BK,,12/31/2023,
JFG1687,NY,PAS,4879507441,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGRPZWxFd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:07P,BX,,12/31/2023,
JMW3211,NY,PAS,4879508329,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGRQUkUxNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:18P,QN,,12/31/2023,
LEK8197,NY,PAS,4879503253,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGROZWtreFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:12P,QN,,12/31/2023,
LEA2053,NY,PAS,4879503538,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGROZWxWNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:17P,BK,,12/31/2023,
ZCU31Y,NJ,PAS,4879503010,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGROZWtGNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:10P,BX,,12/31/2023,
GAW2254,NY,PAS,4879501712,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGROVkdONFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:56A,QN,,12/31/2023,
G34RLM,NJ,PAS,4879501177,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGROVkVVelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:50A,MN,,12/31/2023,
FBZ2083,NY,PAS,4879500800,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,75,0,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGROUkdkM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:46A,BX,HEARING HELD-NOT GUILTY,12/31/2023,
KWZ6802,NY,PAS,4879500306,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGROUkUxM1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:42A,QN,,12/31/2023,
KBL9147,NY,PAS,4879497022,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZPZWtGNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:10A,BK,,12/31/2023,
AH20468,CT,PAS,4879497289,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZPZWtrMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:12A,QN,,12/31/2023,
KXT8177,NY,PAS,4879498154,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZQUkVVeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:22A,QN,,12/31/2023,
HXE5892,NY,PAS,4879498336,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZQUkUxNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:24A,BK,,12/31/2023,
HPM6900,NY,PAS,4879498956,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZQUkdzeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:29A,QN,,12/31/2023,
HHT5365,NY,PAS,4879499250,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZQVkVreFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:32A,MN,,12/31/2023,
JLJ5963,NY,PAS,4879500069,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVWWGROUkVFeVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:39A,BX,,12/31/2023,
Z85SNM,NJ,PAS,4879495955,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZPVkdzeFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:59A,MN,,12/31/2023,
Z95RXB,NJ,PAS,4879495682,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZPVkZrMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:56A,BX,,12/31/2023,
KZY7107,NY,PAS,4879495621,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZPVkZsNVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:55A,BK,,12/31/2023,
LAB9406,NY,PAS,4879495372,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZPVkUwelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:51A,ST,,12/31/2023,
E50MAU,NJ,PAS,4879494392,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZPUkUwMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:42A,MN,,12/31/2023,
HHL1246,NY,PAS,4879493776,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZOZW1NelRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:35A,QN,,12/31/2023,
HKH7079,NY,PAS,4879493685,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZOZWxrMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:34A,BX,,12/31/2023,
HEH3520,NY,PAS,4879493077,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZOZWtFelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:27A,QN,,12/31/2023,
Y10MSG,NJ,PAS,4879491974,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZOVkdzelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:16A,MN,,12/31/2023,
GLP7236,NY,PAS,4879491536,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZOVkZWNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:10A,QN,HEARING ADJOURNMENT,12/31/2023,
LGM1962,NY,SRF,4879489086,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJQVkVFMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:42A,BK,,12/31/2023,
T108736C,NY,OMT,4879489270,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJQVkVrelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:45A,BK,,12/31/2023,
HRS3405,NY,PAS,4879489931,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJQVkd0NlRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:51A,QN,,12/31/2023,
KUP1130,NY,PAS,4879490430,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZOUkZGNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:57A,BK,,12/31/2023,
DSG4089,NY,PAS,4879490519,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZOUkZWNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:57A,QN,,12/31/2023,
B54PBD,NJ,PAS,4879490544,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZOUkZVd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:58A,QN,,12/31/2023,
DSG4089,NY,PAS,4879490891,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZOUkdjMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:01A,QN,,12/31/2023,
KTV4128,NY,PAS,4879490921,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZOUkd0NVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:02A,BK,,12/31/2023,
KVT1035,NY,PAS,4879491020,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZOVkVGNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:03A,BX,,12/31/2023,
JEA2944,NY,PAS,4879491391,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFZOVkUwMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:07A,BK,,12/31/2023,
KME4936,NY,PAS,4879488422,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJQUkZGNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:35A,MN,,12/31/2023,
LAA9336,NY,PAS,4879488264,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJQUkVreVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:33A,BX,,12/31/2023,
KYJ9159,NY,PAS,4879488367,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJQUkUweVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:34A,BK,,12/31/2023,
JRC6779,NY,PAS,4879488227,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJQUkVsNVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:33A,QN,,12/31/2023,
JNM6457,NY,PAS,4879487454,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPZWxFeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:22A,QN,,12/31/2023,
HCC6786,NY,PAS,4879485159,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPVkVVeFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:54A,BK,,12/31/2023,
KGH3065,NY,PAS,4879485202,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPVkVsM1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:55A,QN,,12/31/2023,
JMU3539,NY,PAS,4879484817,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPUkdkNFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:49A,BK,,12/31/2023,
G46DLK,NJ,PAS,4879484611,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPUkZsNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:46A,BK,,12/31/2023,
HZN4214,NY,PAS,4879482500,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOYWxWM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:15A,BX,,12/31/2023,
EWC7619,NY,PAS,4879482249,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOYWtrd1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:12A,QN,,12/31/2023,
AU71124,CT,PAS,4879483163,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOZWtVeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:26A,BK,,12/31/2023,
HWU4819,NY,PAS,4879483175,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOZWtVelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:26A,BK,,12/31/2023,
KRW7642,NY,PAS,4879483643,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOZWxrd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:32A,QN,,12/31/2023,
FXB5838,NY,PAS,4879484015,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPUkVGNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:39A,QN,,12/31/2023,
KVZ4054,NY,PAS,4879484143,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPUkVVd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:40A,BK,,12/31/2023,
LXM9997,PA,PAS,4879484246,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJPUkVrd1RtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:41A,BK,,12/31/2023,
JPR5819,NY,PAS,4879482109,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOYWtWM1QxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:10A,QN,,12/31/2023,
MJP5701,PA,PAS,4879482122,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOYWtWNVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:10A,BK,,12/31/2023,
T107951C,NY,OMT,4879481040,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOVkVFd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:56A,BX,,12/31/2023,
ADM1257,NY,PAS,4879481208,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOVkVsM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:58A,BX,,12/31/2023,
F85SXA,NJ,PAS,4879480459,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOUkZFeFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:48A,MN,,12/31/2023,
HGF2627,NY,PAS,4879480101,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVFJOUkVWM1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:41A,QN,,12/31/2023,
LDJ5812,NY,PAS,4879479937,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5QVkd0NlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:39A,BX,,12/31/2023,
LBB7799,NY,PAS,4879478260,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5QUkVreVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:10A,BK,,12/31/2023,
LHA6559,NY,PAS,4879478362,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSbk0wOVVVVE5QUkUweVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:13A,BK,,12/31/2023,
